;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
137;Revisi : - kalau tidak ada penambahan jumlah yang positif - maka untuk pasien Covid-19 dengan gejala penyakit yang parah atau kritis, bisa membutuhkan waktu pemulihan klinis sekitar 3 hingga 6 minggu.;1.0;revisi kalau tidak ada penambahan jumlah yang positif maka untuk pasien covid number dengan gejala penyakit yang parah atau kritis bisa membutuhkan waktu pemulihan klinis sekitar number hingga number minggu;['revisi', 'kalau', 'tidak', 'ada', 'penambahan', 'jumlah', 'yang', 'positif', 'maka', 'untuk', 'pasien', 'covid', 'number', 'dengan', 'gejala', 'penyakit', 'yang', 'parah', 'atau', 'kritis', 'bisa', 'membutuhkan', 'waktu', 'pemulihan', 'klinis', 'sekitar', 'number', 'hingga', 'number', 'minggu'];['revisi', 'kalau', 'tidak', 'ada', 'penambahan', 'jumlah', 'yang', 'positif', 'maka', 'untuk', 'pasien', 'covid', 'number', 'dengan', 'gejala', 'penyakit', 'yang', 'parah', 'atau', 'kritis', 'bisa', 'membutuhkan', 'waktu', 'pemulihan', 'klinis', 'sekitar', 'number', 'hingga', 'number', 'minggu'];['revisi', 'penambahan', 'positif', 'pasien', 'covid', 'number', 'gejala', 'penyakit', 'parah', 'kritis', 'membutuhkan', 'pemulihan', 'klinis', 'number', 'number', 'minggu'];revisi penambahan positif pasien covid number gejala penyakit parah kritis membutuhkan pemulihan klinis number number minggu;revisi tambah positif pasien covid number gejala sakit parah kritis butuh pulih klinis number number minggu
138;Syafakallah..semoga Allah memberi kesembuhan pada Dr Tun Muzamal Widan drp wabak Covid 19 dan sihat seperti biasa ..Aamiin Ya Rabbal Alamiin;1.0;syafakallah repeated semoga allah memberi kesembuhan pada dr tun muzamal widan drp wabak covid number dan sihat seperti biasa repeated aamiin ya rabbal alamiin;['syafakallah', 'repeated', 'semoga', 'allah', 'memberi', 'kesembuhan', 'pada', 'dr', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'dan', 'sihat', 'seperti', 'biasa', 'repeated', 'aamiin', 'ya', 'rabbal', 'alamiin'];['syafakallah', 'repeated', 'semoga', 'allah', 'memberi', 'kesembuhan', 'pada', 'dari', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'dan', 'sihat', 'seperti', 'biasa', 'repeated', 'semoga', 'iya', 'rabbal', 'alamiin'];['syafakallah', 'repeated', 'semoga', 'allah', 'kesembuhan', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'sihat', 'repeated', 'semoga', 'iya', 'rabbal', 'alamiin'];syafakallah repeated semoga allah kesembuhan tun muzamal widan drp wabak covid number sihat repeated semoga iya rabbal alamiin;syafakallah repeated moga allah sembuh tun muzamal widan drp wabak covid number sihat repeated moga iya rabbal alamiin
139;sambil menunggu orang2 pintar menemukan obatnya, mari waspada, tak perlu panik berlebihan. faktanya angka kematian 5 bln jauh lebih rendah dr TBC.. COVID-19 Tidak Menyeramkan;0.0;sambil menunggu orang2 pintar menemukan obatnya mari waspada tak perlu panik berlebihan faktanya angka kematian number bln jauh lebih rendah dr allcaps tbc allcaps repeated allcaps covid allcaps number tidak menyeramkan;['sambil', 'menunggu', 'orang2', 'pintar', 'menemukan', 'obatnya', 'mari', 'waspada', 'tak', 'perlu', 'panik', 'berlebihan', 'faktanya', 'angka', 'kematian', 'number', 'bln', 'jauh', 'lebih', 'rendah', 'dr', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'tidak', 'menyeramkan'];['sambil', 'menunggu', 'orang2', 'pintar', 'menemukan', 'obatnya', 'mari', 'waspada', 'tak', 'perlu', 'panik', 'berlebihan', 'faktanya', 'angka', 'kematian', 'number', 'bulan', 'jauh', 'lebih', 'rendah', 'dari', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'tidak', 'menyeramkan'];['menunggu', 'orang2', 'pintar', 'menemukan', 'obatnya', 'mari', 'waspada', 'panik', 'faktanya', 'angka', 'kematian', 'number', 'rendah', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'menyeramkan'];menunggu orang2 pintar menemukan obatnya mari waspada panik faktanya angka kematian number rendah allcaps tbc allcaps repeated allcaps covid allcaps number menyeramkan;tunggu orang2 pintar temu obat mari waspada panik fakta angka mati number rendah allcaps tbc allcaps repeated allcaps covid allcaps number seram
140;PSBB versus COVID-19;0.0;allcaps psbb allcaps versus allcaps covid allcaps number;['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number'];['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number'];['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number'];allcaps psbb allcaps versus allcaps covid allcaps number;allcaps psbb allcaps versus allcaps covid allcaps number
141;Dirumah aja , jaga kesehatan dukung pemerintah memerangi covid 19 , dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk...Dengan didukung legalitas aman dan konsep hotel dan berkelas.. perputasan;1.0;dirumah aja jaga kesehatan dukung pemerintah memerangi covid number dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk repeated dengan didukung legalitas aman dan konsep hotel dan berkelas repeated perputasan;['dirumah', 'aja', 'jaga', 'kesehatan', 'dukung', 'pemerintah', 'memerangi', 'covid', 'number', 'dan', 'dirumah', 'ajapun', 'bisa', 'memperoleh', 'investasi', 'dengan', 'untung', 'banyakk', 'repeated', 'dengan', 'didukung', 'legalitas', 'aman', 'dan', 'konsep', 'hotel', 'dan', 'berkelas', 'repeated', 'perputasan'];['dirumah', 'saja', 'jaga', 'kesehatan', 'dukung', 'pemerintah', 'memerangi', 'covid', 'number', 'dan', 'dirumah', 'ajapun', 'bisa', 'memperoleh', 'investasi', 'dengan', 'untung', 'banyakk', 'repeated', 'dengan', 'didukung', 'legalitas', 'aman', 'dan', 'konsep', 'hotel', 'dan', 'berkelas', 'repeated', 'perputasan'];['dirumah', 'jaga', 'kesehatan', 'dukung', 'pemerintah', 'memerangi', 'covid', 'number', 'dirumah', 'ajapun', 'memperoleh', 'investasi', 'untung', 'banyakk', 'repeated', 'didukung', 'legalitas', 'aman', 'konsep', 'hotel', 'berkelas', 'repeated', 'perputasan'];dirumah jaga kesehatan dukung pemerintah memerangi covid number dirumah ajapun memperoleh investasi untung banyakk repeated didukung legalitas aman konsep hotel berkelas repeated perputasan;rumah jaga sehat dukung perintah rang covid number rumah aja oleh investasi untung banyakk repeated dukung legalitas aman konsep hotel kelas repeated perputasan
142;"MEDITATION TO FIGHT COVID-19 ""Meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh. Dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi";1.0;allcaps meditation to fight covid allcaps number meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi;['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'tidak', 'hanya', 'bermanfaat', 'bagi', 'pikiran', 'tetapi', 'juga', 'bagi', 'tubuh', 'dalam', 'satu', 'kesatuan', 'yang', 'harmonis', 'kehidupan', 'berlangsung', 'dalam', 'cinta', 'yang', 'mengubah', 'segala', 'sesuatu', 'menjadi'];['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'tidak', 'hanya', 'bermanfaat', 'bagi', 'pikiran', 'tetapi', 'juga', 'bagi', 'tubuh', 'dalam', 'satu', 'kesatuan', 'yang', 'harmonis', 'kehidupan', 'berlangsung', 'dalam', 'cinta', 'yang', 'mengubah', 'segala', 'sesuatu', 'menjadi'];['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'bermanfaat', 'pikiran', 'tubuh', 'kesatuan', 'harmonis', 'kehidupan', 'cinta', 'mengubah'];allcaps meditation to fight covid allcaps number meditasi bermanfaat pikiran tubuh kesatuan harmonis kehidupan cinta mengubah;allcaps meditation to fight covid allcaps number meditasi manfaat pikir tubuh satu harmonis hidup cinta ubah
143;Pdhl gak mutlak begitu ya. Beliau lupa ttg adanya cytokine storm pd pasien COVID-19.;0.0;pdhl gak mutlak begitu ya beliau lupa ttg adanya cytokine storm pd pasien allcaps covid allcaps number;['pdhl', 'gak', 'mutlak', 'begitu', 'ya', 'beliau', 'lupa', 'ttg', 'adanya', 'cytokine', 'storm', 'pd', 'pasien', 'allcaps', 'covid', 'allcaps', 'number'];['padahal', 'tidak', 'mutlak', 'begitu', 'iya', 'beliau', 'lupa', 'tentang', 'adanya', 'cytokine', 'storm', 'pada', 'pasien', 'allcaps', 'covid', 'allcaps', 'number'];['mutlak', 'iya', 'beliau', 'lupa', 'cytokine', 'storm', 'pasien', 'allcaps', 'covid', 'allcaps', 'number'];mutlak iya beliau lupa cytokine storm pasien allcaps covid allcaps number;mutlak iya beliau lupa cytokine storm pasien allcaps covid allcaps number
144;Hrap2 cukup 2k rt. Nak warna hijau. Nak bawak g kerja. Merempit musim covid. ;0.0;hrap2 cukup 2 rt nak warna hijau nak bawak kerja merempit musim covid;['hrap2', 'cukup', '2', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'kerja', 'merempit', 'musim', 'covid'];['hrap2', 'cukup', '2', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'kerja', 'merempit', 'musim', 'covid'];['hrap2', '2', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'kerja', 'merempit', 'musim', 'covid'];hrap2 2 rt nak warna hijau nak bawak kerja merempit musim covid;hrap2 2 rt nak warna hijau nak bawak kerja merempit musim covid
145;Salam sapa? Mana boleh salam salam pqah musim covid ni. Adoilah;0.0;salam sapa mana boleh salam salam pqah musim covid ni adoilah;['salam', 'sapa', 'mana', 'boleh', 'salam', 'salam', 'pqah', 'musim', 'covid', 'ni', 'adoilah'];['salam', 'sapa', 'mana', 'boleh', 'salam', 'salam', 'pqah', 'musim', 'covid', 'ini', 'adoilah'];['salam', 'sapa', 'salam', 'salam', 'pqah', 'musim', 'covid', 'adoilah'];salam sapa salam salam pqah musim covid adoilah;salam sapa salam salam pqah musim covid adoilah
146;Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.;1.0;sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien covid number allcaps fpi allcaps kembali menyalurkan sejumlah bantuan berupa allcaps apd allcaps serta makanan dan minuman bernutrisi untuk para tim medis;['sebagai', 'bentuk', 'dukungan', 'terhadap', 'tim', 'medis', 'yang', 'tengah', 'berjuang', 'menghadapi', 'dan', 'merawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'kembali', 'menyalurkan', 'sejumlah', 'bantuan', 'berupa', 'allcaps', 'apd', 'allcaps', 'serta', 'makanan', 'dan', 'minuman', 'bernutrisi', 'untuk', 'para', 'tim', 'medis'];['sebagai', 'bentuk', 'dukungan', 'terhadap', 'tim', 'medis', 'yang', 'tengah', 'berjuang', 'menghadapi', 'dan', 'merawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'kembali', 'menyalurkan', 'sejumlah', 'bantuan', 'berupa', 'allcaps', 'apd', 'allcaps', 'serta', 'makanan', 'dan', 'minuman', 'bernutrisi', 'untuk', 'para', 'tim', 'medis'];['bentuk', 'dukungan', 'tim', 'medis', 'berjuang', 'menghadapi', 'merawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'menyalurkan', 'bantuan', 'allcaps', 'apd', 'allcaps', 'makanan', 'minuman', 'bernutrisi', 'tim', 'medis'];bentuk dukungan tim medis berjuang menghadapi merawat pasien covid number allcaps fpi allcaps menyalurkan bantuan allcaps apd allcaps makanan minuman bernutrisi tim medis;bentuk dukung tim medis juang hadap rawat pasien covid number allcaps fpi allcaps salur bantu allcaps apd allcaps makan minum nutrisi tim medis
147;Semoga wabah covid-19 segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga;1.0;semoga wabah covid number segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga;['semoga', 'wabah', 'covid', 'number', 'segera', 'berlalu', 'agar', 'lebaran', 'bisa', 'mudik', 'dan', 'berkumpul', 'dgn', 'keluarga'];['semoga', 'wabah', 'covid', 'number', 'segera', 'berlalu', 'agar', 'lebaran', 'bisa', 'mudik', 'dan', 'berkumpul', 'dengan', 'keluarga'];['semoga', 'wabah', 'covid', 'number', 'lebaran', 'mudik', 'berkumpul', 'keluarga'];semoga wabah covid number lebaran mudik berkumpul keluarga;moga wabah covid number lebaran mudik kumpul keluarga
148;Buat penelitian covid 19;0.0;buat penelitian covid number;['buat', 'penelitian', 'covid', 'number'];['buat', 'penelitian', 'covid', 'number'];['penelitian', 'covid', 'number'];penelitian covid number;teliti covid number
149;Tulisan ini saya bikin sekitar 2 minggu lalu, br dipublish 4 hari lalu. Saya nulis ttg konser virtual yg banyak dilakukan saat pandemi Covid-19, tp ini jg persiapan utk era 5G nantinya. Serunya semalam liat postingan Jrx di IG menghubungkan konspirasi Covid19 ini dan 5G.;0.0;tulisan ini saya bikin sekitar number minggu lalu br dipublish number hari lalu saya nulis ttg konser virtual yg banyak dilakukan saat pandemi covid number tp ini jg persiapan utk era 5 nantinya serunya semalam liat postingan jrx di ig menghubungkan konspirasi covid19 ini dan 5;['tulisan', 'ini', 'saya', 'bikin', 'sekitar', 'number', 'minggu', 'lalu', 'br', 'dipublish', 'number', 'hari', 'lalu', 'saya', 'nulis', 'ttg', 'konser', 'virtual', 'yg', 'banyak', 'dilakukan', 'saat', 'pandemi', 'covid', 'number', 'tp', 'ini', 'jg', 'persiapan', 'utk', 'era', '5', 'nantinya', 'serunya', 'semalam', 'liat', 'postingan', 'jrx', 'di', 'ig', 'menghubungkan', 'konspirasi', 'covid19', 'ini', 'dan', '5'];['tulisan', 'ini', 'saya', 'membuat', 'sekitar', 'number', 'minggu', 'lalu', 'br', 'dipublish', 'number', 'hari', 'lalu', 'saya', 'nulis', 'tentang', 'konser', 'virtual', 'yang', 'banyak', 'dilakukan', 'saat', 'pandemi', 'covid', 'number', 'tapi', 'ini', 'jg', 'persiapan', 'untuk', 'era', '5', 'nantinya', 'serunya', 'semalam', 'lihat', 'postingan', 'jrx', 'di', 'ig', 'menghubungkan', 'konspirasi', 'covid19', 'ini', 'dan', '5'];['tulisan', 'number', 'minggu', 'br', 'dipublish', 'number', 'nulis', 'konser', 'virtual', 'pandemi', 'covid', 'number', 'jg', 'persiapan', 'era', '5', 'serunya', 'semalam', 'lihat', 'postingan', 'jrx', 'ig', 'menghubungkan', 'konspirasi', 'covid19', '5'];tulisan number minggu br dipublish number nulis konser virtual pandemi covid number jg persiapan era 5 serunya semalam lihat postingan jrx ig menghubungkan konspirasi covid19 5;tulis number minggu br dipublish number nulis konser virtual pandemi covid number jg siap era 5 seru malam lihat postingan jrx ig hubung konspirasi covid19 5
150;PKP. Semua orang tak nak rugi. Semua nya nak bekerja untuk dapatkan duit. Tapi kena la ingat. Selagi tak selesai kes covid-19, belum tentu kita semua selamat walaupun kita pergi & balik kerja. Lebih baik rugi sementara daripada menyesal selamanya.;1.0;allcaps pkp allcaps semua orang tak nak rugi semua nya nak bekerja untuk dapatkan duit tapi kena la ingat selagi tak selesai kes covid number belum tentu kita semua selamat walaupun kita pergi balik kerja lebih baik rugi sementara daripada menyesal selamanya;['allcaps', 'pkp', 'allcaps', 'semua', 'orang', 'tak', 'nak', 'rugi', 'semua', 'nya', 'nak', 'bekerja', 'untuk', 'dapatkan', 'duit', 'tapi', 'kena', 'la', 'ingat', 'selagi', 'tak', 'selesai', 'kes', 'covid', 'number', 'belum', 'tentu', 'kita', 'semua', 'selamat', 'walaupun', 'kita', 'pergi', 'balik', 'kerja', 'lebih', 'baik', 'rugi', 'sementara', 'daripada', 'menyesal', 'selamanya'];['allcaps', 'pkp', 'allcaps', 'semua', 'orang', 'tak', 'nak', 'rugi', 'semua', 'nya', 'nak', 'bekerja', 'untuk', 'dapatkan', 'duit', 'tapi', 'kena', 'la', 'ingat', 'selagi', 'tak', 'selesai', 'kes', 'covid', 'number', 'belum', 'tentu', 'kita', 'semua', 'selamat', 'walaupun', 'kita', 'pergi', 'balik', 'kerja', 'lebih', 'baik', 'rugi', 'sementara', 'daripada', 'menyesal', 'selamanya'];['allcaps', 'pkp', 'allcaps', 'orang', 'nak', 'rugi', 'nya', 'nak', 'dapatkan', 'duit', 'kena', 'la', 'selagi', 'selesai', 'kes', 'covid', 'number', 'selamat', 'pergi', 'kerja', 'rugi', 'menyesal'];allcaps pkp allcaps orang nak rugi nya nak dapatkan duit kena la selagi selesai kes covid number selamat pergi kerja rugi menyesal;allcaps pkp allcaps orang nak rugi nya nak dapat duit kena la selagi selesai kes covid number selamat pergi kerja rugi sesal
151;Allhumma inn dzu bika minal barashi, wal jun bni, wal judzmi, wa sayy Bismillahirrahmanirrahim semoga Wabah covid-19 segera berakhir, semoga selalu diberikan kesehatan, keselamatan serta kebahagiaan di dunia akhirat .. Aamiin ;1.0;allhumma inn dzu bika minal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim semoga wabah covid number segera berakhir semoga selalu diberikan kesehatan keselamatan serta kebahagiaan di dunia akhirat repeated aamiin;['allhumma', 'inn', 'dzu', 'bika', 'minal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'bismillahirrahmanirrahim', 'semoga', 'wabah', 'covid', 'number', 'segera', 'berakhir', 'semoga', 'selalu', 'diberikan', 'kesehatan', 'keselamatan', 'serta', 'kebahagiaan', 'di', 'dunia', 'akhirat', 'repeated', 'aamiin'];['allhumma', 'inn', 'dzu', 'bika', 'minal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'bismillahirrahmanirrahim', 'semoga', 'wabah', 'covid', 'number', 'segera', 'berakhir', 'semoga', 'selalu', 'diberikan', 'kesehatan', 'keselamatan', 'serta', 'kebahagiaan', 'di', 'dunia', 'akhirat', 'repeated', 'semoga'];['allhumma', 'inn', 'dzu', 'bika', 'minal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'bismillahirrahmanirrahim', 'semoga', 'wabah', 'covid', 'number', 'semoga', 'kesehatan', 'keselamatan', 'kebahagiaan', 'dunia', 'akhirat', 'repeated', 'semoga'];allhumma inn dzu bika minal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim semoga wabah covid number semoga kesehatan keselamatan kebahagiaan dunia akhirat repeated semoga;allhumma inn dzu bika mal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim moga wabah covid number moga sehat selamat bahagia dunia akhirat repeated moga
152;Ketua Wantim MUI Tolak Pengalihan Dana Haji untuk Penanganan Covid-19;1.0;ketua wantim allcaps mui allcaps tolak pengalihan dana haji untuk penanganan covid number;['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'pengalihan', 'dana', 'haji', 'untuk', 'penanganan', 'covid', 'number'];['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'pengalihan', 'dana', 'haji', 'untuk', 'penanganan', 'covid', 'number'];['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'pengalihan', 'dana', 'haji', 'penanganan', 'covid', 'number'];ketua wantim allcaps mui allcaps tolak pengalihan dana haji penanganan covid number;ketua wantim allcaps mui allcaps tolak alih dana haji tangan covid number
153;Ada 15 cara menyuruh Covid-19 segera pergi:6. Jangan lagi pernah abaikan rumah, keluarga dengan terlalu sibuk di luar rumah. Bukankan Covid-19 telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga ?;1.0;ada number cara menyuruh covid number segera pergi number jangan lagi pernah abaikan rumah keluarga dengan terlalu sibuk di luar rumah bukankan covid number telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga;['ada', 'number', 'cara', 'menyuruh', 'covid', 'number', 'segera', 'pergi', 'number', 'jangan', 'lagi', 'pernah', 'abaikan', 'rumah', 'keluarga', 'dengan', 'terlalu', 'sibuk', 'di', 'luar', 'rumah', 'bukankan', 'covid', 'number', 'telah', 'mendidik', 'kita', 'untuk', 'banyak', 'tinggal', 'di', 'dalam', 'rumah', 'bersama', 'keluarga'];['ada', 'number', 'cara', 'menyuruh', 'covid', 'number', 'segera', 'pergi', 'number', 'jangan', 'lagi', 'pernah', 'abaikan', 'rumah', 'keluarga', 'dengan', 'terlalu', 'sibuk', 'di', 'luar', 'rumah', 'bukankan', 'covid', 'number', 'telah', 'mendidik', 'kita', 'untuk', 'banyak', 'tinggal', 'di', 'dalam', 'rumah', 'bersama', 'keluarga'];['number', 'menyuruh', 'covid', 'number', 'pergi', 'number', 'abaikan', 'rumah', 'keluarga', 'sibuk', 'rumah', 'bukankan', 'covid', 'number', 'mendidik', 'tinggal', 'rumah', 'keluarga'];number menyuruh covid number pergi number abaikan rumah keluarga sibuk rumah bukankan covid number mendidik tinggal rumah keluarga;number suruh covid number pergi number abai rumah keluarga sibuk rumah bukan covid number didik tinggal rumah keluarga
